DEB [20231115-15:09:45.100] thr=1   paramiko.transport: starting thread (client mode): 0xb67aed90
DEB [20231115-15:10:01.547] thr=3   paramiko.transport: kex algos:['curve25519-sha256', 'curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group16-sha512', 'diffie-hellman-group18-sha512', 'diffie-hellman-group14-sha256'] server key:['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20231115-15:10:01.548] thr=3   paramiko.transport: Kex agreed: curve25519-sha256@libssh.org
DEB [20231115-15:10:01.548] thr=3   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
DEB [20231115-15:10:01.548] thr=3   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20231115-15:10:01.548] thr=3   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20231115-15:10:01.548] thr=3   paramiko.transport: Compression agreed: none
DEB [20231115-15:10:01.882] thr=3   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20231115-15:10:01.883] thr=3   paramiko.transport: Switch to new keys ...
DEB [20231115-15:14:43.802] thr=1   paramiko.transport: starting thread (client mode): 0x22beeeb0
DEB [20231115-15:14:43.803] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.6.0
DEB [20231115-15:14:44.095] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_8.2p1 Ubuntu-4ubuntu0.9
INF [20231115-15:14:44.095] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_8.2p1)
DEB [20231115-15:14:44.371] thr=1   paramiko.transport: kex algos:['curve25519-sha256', 'curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group16-sha512', 'diffie-hellman-group18-sha512', 'diffie-hellman-group14-sha256'] server key:['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20231115-15:14:44.372] thr=1   paramiko.transport: Kex agreed: curve25519-sha256@libssh.org
DEB [20231115-15:14:44.372] thr=1   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
DEB [20231115-15:14:44.373] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20231115-15:14:44.373] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20231115-15:14:44.373] thr=1   paramiko.transport: Compression agreed: none
DEB [20231115-15:14:44.925] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20231115-15:14:44.927] thr=1   paramiko.transport: Switch to new keys ...
DEB [20231115-15:14:48.744] thr=2   paramiko.transport: starting thread (client mode): 0x22b8cb50
DEB [20231115-15:14:48.745] thr=2   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.6.0
DEB [20231115-15:14:49.206] thr=2   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_8.2p1 Ubuntu-4ubuntu0.9
INF [20231115-15:14:49.206] thr=2   paramiko.transport: Connected (version 2.0, client OpenSSH_8.2p1)
DEB [20231115-15:14:49.575] thr=2   paramiko.transport: kex algos:['curve25519-sha256', 'curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group16-sha512', 'diffie-hellman-group18-sha512', 'diffie-hellman-group14-sha256'] server key:['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20231115-15:14:49.576] thr=2   paramiko.transport: Kex agreed: curve25519-sha256@libssh.org
DEB [20231115-15:14:49.576] thr=2   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
DEB [20231115-15:14:49.577] thr=2   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20231115-15:14:49.577] thr=2   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20231115-15:14:49.577] thr=2   paramiko.transport: Compression agreed: none
DEB [20231115-15:14:50.005] thr=2   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20231115-15:14:50.007] thr=2   paramiko.transport: Switch to new keys ...
DEB [20231115-15:14:50.509] thr=2   paramiko.transport: userauth is OK
DEB [20231115-15:14:51.037] thr=2   paramiko.transport: Authentication type (password) not permitted.
DEB [20231115-15:14:51.037] thr=2   paramiko.transport: Allowed methods: ['publickey']
DEB [20231115-15:15:10.378] thr=3   paramiko.transport: starting thread (client mode): 0x22bee670
DEB [20231115-15:15:10.379] thr=3   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.6.0
DEB [20231115-15:15:11.016] thr=3   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_8.2p1 Ubuntu-4ubuntu0.9
INF [20231115-15:15:11.016] thr=3   paramiko.transport: Connected (version 2.0, client OpenSSH_8.2p1)
DEB [20231115-15:15:11.172] thr=3   paramiko.transport: kex algos:['curve25519-sha256', 'curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group16-sha512', 'diffie-hellman-group18-sha512', 'diffie-hellman-group14-sha256'] server key:['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20231115-15:15:11.172] thr=3   paramiko.transport: Kex agreed: curve25519-sha256@libssh.org
DEB [20231115-15:15:11.173] thr=3   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
DEB [20231115-15:15:11.173] thr=3   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20231115-15:15:11.173] thr=3   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20231115-15:15:11.174] thr=3   paramiko.transport: Compression agreed: none
DEB [20231115-15:15:11.595] thr=3   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20231115-15:15:11.596] thr=3   paramiko.transport: Switch to new keys ...
DEB [20231115-15:15:12.005] thr=3   paramiko.transport: userauth is OK
DEB [20231115-15:15:12.408] thr=3   paramiko.transport: Authentication type (password) not permitted.
DEB [20231115-15:15:12.408] thr=3   paramiko.transport: Allowed methods: ['publickey']
DEB [20231115-15:29:24.097] thr=1   paramiko.transport: starting thread (client mode): 0x3b5cceb0
DEB [20231115-15:29:24.099] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.6.0
DEB [20231115-15:29:24.662] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_8.2p1 Ubuntu-4ubuntu0.9
INF [20231115-15:29:24.662] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_8.2p1)
DEB [20231115-15:29:24.929] thr=1   paramiko.transport: kex algos:['curve25519-sha256', 'curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group16-sha512', 'diffie-hellman-group18-sha512', 'diffie-hellman-group14-sha256'] server key:['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20231115-15:29:24.930] thr=1   paramiko.transport: Kex agreed: curve25519-sha256@libssh.org
DEB [20231115-15:29:24.930] thr=1   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
DEB [20231115-15:29:24.930] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20231115-15:29:24.931] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20231115-15:29:24.931] thr=1   paramiko.transport: Compression agreed: none
DEB [20231115-15:29:25.243] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20231115-15:29:25.246] thr=1   paramiko.transport: Switch to new keys ...
DEB [20231115-15:29:29.664] thr=2   paramiko.transport: starting thread (client mode): 0x3b56ab50
DEB [20231115-15:29:29.665] thr=2   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.6.0
DEB [20231115-15:29:30.232] thr=2   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_8.2p1 Ubuntu-4ubuntu0.9
INF [20231115-15:29:30.233] thr=2   paramiko.transport: Connected (version 2.0, client OpenSSH_8.2p1)
DEB [20231115-15:29:30.491] thr=2   paramiko.transport: kex algos:['curve25519-sha256', 'curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group16-sha512', 'diffie-hellman-group18-sha512', 'diffie-hellman-group14-sha256'] server key:['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20231115-15:29:30.492] thr=2   paramiko.transport: Kex agreed: curve25519-sha256@libssh.org
DEB [20231115-15:29:30.492] thr=2   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
DEB [20231115-15:29:30.492] thr=2   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20231115-15:29:30.492] thr=2   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20231115-15:29:30.493] thr=2   paramiko.transport: Compression agreed: none
DEB [20231115-15:29:30.803] thr=2   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20231115-15:29:30.804] thr=2   paramiko.transport: Switch to new keys ...
DEB [20231115-15:29:31.112] thr=2   paramiko.transport: userauth is OK
DEB [20231115-15:29:31.423] thr=2   paramiko.transport: Authentication type (password) not permitted.
DEB [20231115-15:29:31.423] thr=2   paramiko.transport: Allowed methods: ['publickey']
DEB [20231115-15:29:35.302] thr=3   paramiko.transport: starting thread (client mode): 0x3b57dfd0
DEB [20231115-15:29:35.303] thr=3   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.6.0
DEB [20231115-15:29:35.861] thr=3   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_8.2p1 Ubuntu-4ubuntu0.9
INF [20231115-15:29:35.861] thr=3   paramiko.transport: Connected (version 2.0, client OpenSSH_8.2p1)
DEB [20231115-15:29:36.148] thr=3   paramiko.transport: kex algos:['curve25519-sha256', 'curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group16-sha512', 'diffie-hellman-group18-sha512', 'diffie-hellman-group14-sha256'] server key:['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20231115-15:29:36.149] thr=3   paramiko.transport: Kex agreed: curve25519-sha256@libssh.org
DEB [20231115-15:29:36.149] thr=3   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
DEB [20231115-15:29:36.149] thr=3   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20231115-15:29:36.150] thr=3   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20231115-15:29:36.150] thr=3   paramiko.transport: Compression agreed: none
DEB [20231115-15:29:36.468] thr=3   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20231115-15:29:36.482] thr=3   paramiko.transport: Switch to new keys ...
DEB [20231115-15:29:36.793] thr=3   paramiko.transport: userauth is OK
DEB [20231115-15:29:37.337] thr=3   paramiko.transport: Authentication type (password) not permitted.
DEB [20231115-15:29:37.337] thr=3   paramiko.transport: Allowed methods: ['publickey']
DEB [20231115-15:29:43.237] thr=4   paramiko.transport: starting thread (client mode): 0x3b584e80
DEB [20231115-15:29:43.238] thr=4   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.6.0
DEB [20231115-15:29:43.795] thr=4   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_8.2p1 Ubuntu-4ubuntu0.9
INF [20231115-15:29:43.795] thr=4   paramiko.transport: Connected (version 2.0, client OpenSSH_8.2p1)
DEB [20231115-15:29:44.075] thr=4   paramiko.transport: kex algos:['curve25519-sha256', 'curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group16-sha512', 'diffie-hellman-group18-sha512', 'diffie-hellman-group14-sha256'] server key:['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20231115-15:29:44.076] thr=4   paramiko.transport: Kex agreed: curve25519-sha256@libssh.org
